scenario_id,target_utilization,tenant_weight_skew,interactive_volume_fraction,seed,best_policy,second_policy,best_vs_second_margin,exact_tie,exact_winners,n_exact_winners,near_tie_eps_0.0,near_tie_eps_0.001,near_tie_eps_0.005,near_tie_eps_0.01,score__aging_priority,score__estimated_service_time_first,score__fifo,score__weighted_fair_share
fs.util1.5000.skew10.0000.vol0.2000.s20260816,1.5,10.0,0.2,20260816,aging_priority,estimated_service_time_first,0.09999999999999998,False,aging_priority,1,False,False,False,False,1.0,0.9,0.8083333333333333,0.8916666666666667
fs.util1.5000.skew10.0000.vol0.3000.s20260815,1.5,10.0,0.3,20260815,aging_priority,estimated_service_time_first,0.09166666666666667,False,aging_priority,1,False,False,False,False,1.0,0.9083333333333333,0.7583333333333333,0.8916666666666667
fs.util1.5000.skew10.0000.vol0.3000.s20260816,1.5,10.0,0.3,20260816,aging_priority,estimated_service_time_first,0.08333333333333337,False,aging_priority,1,False,False,False,False,1.0,0.9166666666666666,0.7166666666666667,0.9
fs.util1.5000.skew3.0000.vol0.1000.s20260815,1.5,3.0,0.1,20260815,aging_priority,fifo,0.09999999999999998,False,aging_priority,1,False,False,False,False,1.0,0.8833333333333333,0.9,0.85
fs.util1.5000.skew3.0000.vol0.1000.s20260816,1.5,3.0,0.1,20260816,aging_priority,estimated_service_time_first,0.09166666666666667,False,aging_priority,1,False,False,False,False,1.0,0.9083333333333333,0.9,0.8833333333333333
fs.util1.5000.skew3.0000.vol0.2000.s20260815,1.5,3.0,0.2,20260815,aging_priority,estimated_service_time_first,0.10833333333333328,False,aging_priority,1,False,False,False,False,1.0,0.8916666666666667,0.8,0.8333333333333334
fs.util1.5000.skew3.0000.vol0.2000.s20260816,1.5,3.0,0.2,20260816,aging_priority,estimated_service_time_first,0.09999999999999998,False,aging_priority,1,False,False,False,False,1.0,0.9,0.8083333333333333,0.875
fs.util1.5000.skew3.0000.vol0.3000.s20260815,1.5,3.0,0.3,20260815,aging_priority,estimated_service_time_first,0.09166666666666667,False,aging_priority,1,False,False,False,False,1.0,0.9083333333333333,0.7583333333333333,0.8916666666666667
fs.util1.5000.skew3.0000.vol0.3000.s20260816,1.5,3.0,0.3,20260816,aging_priority,estimated_service_time_first,0.08333333333333337,False,aging_priority,1,False,False,False,False,1.0,0.9166666666666666,0.7166666666666667,0.8833333333333333
fs.util1.5000.skew5.0000.vol0.1000.s20260815,1.5,5.0,0.1,20260815,aging_priority,fifo,0.09999999999999998,False,aging_priority,1,False,False,False,False,1.0,0.8833333333333333,0.9,0.8583333333333333
fs.util1.5000.skew5.0000.vol0.1000.s20260816,1.5,5.0,0.1,20260816,aging_priority,estimated_service_time_first,0.09166666666666667,False,aging_priority,1,False,False,False,False,1.0,0.9083333333333333,0.9,0.8916666666666667
fs.util1.5000.skew5.0000.vol0.2000.s20260815,1.5,5.0,0.2,20260815,aging_priority,estimated_service_time_first,0.10833333333333328,False,aging_priority,1,False,False,False,False,1.0,0.8916666666666667,0.8,0.8666666666666667
fs.util1.5000.skew5.0000.vol0.2000.s20260816,1.5,5.0,0.2,20260816,aging_priority,estimated_service_time_first,0.09999999999999998,False,aging_priority,1,False,False,False,False,1.0,0.9,0.8083333333333333,0.8833333333333333
fs.util1.5000.skew5.0000.vol0.3000.s20260815,1.5,5.0,0.3,20260815,aging_priority,estimated_service_time_first,0.09166666666666667,False,aging_priority,1,False,False,False,False,1.0,0.9083333333333333,0.7583333333333333,0.875
fs.util1.5000.skew5.0000.vol0.3000.s20260816,1.5,5.0,0.3,20260816,aging_priority,estimated_service_time_first,0.08333333333333337,False,aging_priority,1,False,False,False,False,1.0,0.9166666666666666,0.7166666666666667,0.9
