reserve,source_dataset,window_index,axis,condition_id,scenario_id,decision_states,disagreement_states,sim_step_calls_check,wall_s
1.0,azure_2023_code,33,active_sequence_capacity,active_4,azure_2023_code::w33::faithful::phase_b_v2::active_4,4115,10,4115,1.249
1.0,azure_2023_code,35,active_sequence_capacity,active_4,azure_2023_code::w35::faithful::phase_b_v2::active_4,3996,3,3996,1.211
1.0,azure_2023_code,37,active_sequence_capacity,active_4,azure_2023_code::w37::faithful::phase_b_v2::active_4,5468,4,5468,1.576
1.0,azure_2023_code,39,active_sequence_capacity,active_4,azure_2023_code::w39::faithful::phase_b_v2::active_4,4102,5,4102,1.22
1.0,azure_2023_code,1,kv_capacity,kv_16000,azure_2023_code::w1::faithful::phase_b_v2::kv_16000,4241,0,4241,1.253
1.0,azure_2023_code,3,kv_capacity,kv_16000,azure_2023_code::w3::faithful::phase_b_v2::kv_16000,7174,0,7174,1.972
1.0,azure_2023_code,5,kv_capacity,kv_16000,azure_2023_code::w5::faithful::phase_b_v2::kv_16000,5109,0,5109,1.531
1.0,azure_2023_code,7,kv_capacity,kv_16000,azure_2023_code::w7::faithful::phase_b_v2::kv_16000,4521,0,4521,1.322
1.0,azure_2023_code,9,kv_capacity,kv_16000,azure_2023_code::w9::faithful::phase_b_v2::kv_16000,6669,0,6669,1.87
1.0,azure_2023_code,11,kv_capacity,kv_16000,azure_2023_code::w11::faithful::phase_b_v2::kv_16000,2696,1,2696,0.983
1.0,azure_2023_code,13,kv_capacity,kv_16000,azure_2023_code::w13::faithful::phase_b_v2::kv_16000,4236,0,4236,1.218
1.0,azure_2023_code,15,kv_capacity,kv_16000,azure_2023_code::w15::faithful::phase_b_v2::kv_16000,5048,0,5048,1.411
1.0,azure_2023_code,17,kv_capacity,kv_16000,azure_2023_code::w17::faithful::phase_b_v2::kv_16000,4705,0,4705,1.327
1.0,azure_2023_code,19,kv_capacity,kv_16000,azure_2023_code::w19::faithful::phase_b_v2::kv_16000,4619,0,4619,1.292
1.0,azure_2023_code,21,kv_capacity,kv_16000,azure_2023_code::w21::faithful::phase_b_v2::kv_16000,4330,0,4330,1.291
1.0,azure_2023_code,23,kv_capacity,kv_16000,azure_2023_code::w23::faithful::phase_b_v2::kv_16000,4877,1,4877,1.424
1.0,azure_2023_code,25,kv_capacity,kv_16000,azure_2023_code::w25::faithful::phase_b_v2::kv_16000,4974,0,4974,1.421
1.0,azure_2023_code,27,kv_capacity,kv_16000,azure_2023_code::w27::faithful::phase_b_v2::kv_16000,4066,0,4066,1.181
1.0,azure_2023_code,29,kv_capacity,kv_16000,azure_2023_code::w29::faithful::phase_b_v2::kv_16000,4974,0,4974,1.407
1.0,azure_2023_code,31,kv_capacity,kv_16000,azure_2023_code::w31::faithful::phase_b_v2::kv_16000,4529,0,4529,1.35
1.0,azure_2023_code,33,kv_capacity,kv_16000,azure_2023_code::w33::faithful::phase_b_v2::kv_16000,4087,0,4087,1.236
1.0,azure_2023_code,35,kv_capacity,kv_16000,azure_2023_code::w35::faithful::phase_b_v2::kv_16000,3992,0,3992,1.215
1.0,azure_2023_code,37,kv_capacity,kv_16000,azure_2023_code::w37::faithful::phase_b_v2::kv_16000,5462,0,5462,1.559
1.0,azure_2023_code,39,kv_capacity,kv_16000,azure_2023_code::w39::faithful::phase_b_v2::kv_16000,4098,0,4098,1.22
1.0,azure_2023_conv,1,active_sequence_capacity,active_4,azure_2023_conv::w1::faithful::phase_b_v2::active_4,33782,3,33782,10.235
1.0,azure_2023_conv,2,active_sequence_capacity,active_4,azure_2023_conv::w2::faithful::phase_b_v2::active_4,30803,2,30803,9.412
1.0,azure_2023_conv,3,active_sequence_capacity,active_4,azure_2023_conv::w3::faithful::phase_b_v2::active_4,26879,7,26879,8.472
1.0,azure_2023_conv,5,active_sequence_capacity,active_4,azure_2023_conv::w5::faithful::phase_b_v2::active_4,27041,5,27041,8.411
1.0,azure_2023_conv,6,active_sequence_capacity,active_4,azure_2023_conv::w6::faithful::phase_b_v2::active_4,29020,10,29020,9.352
1.0,azure_2023_conv,7,active_sequence_capacity,active_4,azure_2023_conv::w7::faithful::phase_b_v2::active_4,32750,2,32750,10.38
1.0,azure_2023_conv,9,active_sequence_capacity,active_4,azure_2023_conv::w9::faithful::phase_b_v2::active_4,33440,0,33440,10.272
1.0,azure_2023_conv,10,active_sequence_capacity,active_4,azure_2023_conv::w10::faithful::phase_b_v2::active_4,33479,4,33479,10.222
1.0,azure_2023_conv,11,active_sequence_capacity,active_4,azure_2023_conv::w11::faithful::phase_b_v2::active_4,29553,11,29553,9.046
1.0,azure_2023_conv,13,active_sequence_capacity,active_4,azure_2023_conv::w13::faithful::phase_b_v2::active_4,25282,1,25282,7.701
1.0,azure_2023_conv,14,active_sequence_capacity,active_4,azure_2023_conv::w14::faithful::phase_b_v2::active_4,28745,1,28745,8.607
1.0,azure_2023_conv,15,active_sequence_capacity,active_4,azure_2023_conv::w15::faithful::phase_b_v2::active_4,29368,3,29368,9.144
1.0,azure_2023_conv,17,active_sequence_capacity,active_4,azure_2023_conv::w17::faithful::phase_b_v2::active_4,26733,0,26733,8.153
1.0,azure_2023_conv,18,active_sequence_capacity,active_4,azure_2023_conv::w18::faithful::phase_b_v2::active_4,25939,2,25939,7.988
1.0,azure_2023_conv,19,active_sequence_capacity,active_4,azure_2023_conv::w19::faithful::phase_b_v2::active_4,27814,0,27814,8.395
1.0,azure_2023_conv,21,active_sequence_capacity,active_4,azure_2023_conv::w21::faithful::phase_b_v2::active_4,30758,3,30758,9.656
1.0,azure_2023_conv,22,active_sequence_capacity,active_4,azure_2023_conv::w22::faithful::phase_b_v2::active_4,34165,2,34165,10.405
1.0,azure_2023_conv,23,active_sequence_capacity,active_4,azure_2023_conv::w23::faithful::phase_b_v2::active_4,32093,5,32093,9.757
1.0,azure_2023_conv,25,active_sequence_capacity,active_4,azure_2023_conv::w25::faithful::phase_b_v2::active_4,26117,2,26117,8.302
1.0,azure_2023_conv,26,active_sequence_capacity,active_4,azure_2023_conv::w26::faithful::phase_b_v2::active_4,31081,1,31081,9.163
1.0,azure_2023_conv,1,kv_capacity,kv_16000,azure_2023_conv::w1::faithful::phase_b_v2::kv_16000,33674,0,33674,10.177
1.0,azure_2023_conv,2,kv_capacity,kv_16000,azure_2023_conv::w2::faithful::phase_b_v2::kv_16000,30636,0,30636,9.296
1.0,azure_2023_conv,3,kv_capacity,kv_16000,azure_2023_conv::w3::faithful::phase_b_v2::kv_16000,26422,0,26422,8.188
1.0,azure_2023_conv,5,kv_capacity,kv_16000,azure_2023_conv::w5::faithful::phase_b_v2::kv_16000,26856,0,26856,8.354
1.0,azure_2023_conv,6,kv_capacity,kv_16000,azure_2023_conv::w6::faithful::phase_b_v2::kv_16000,28732,0,28732,9.129
1.0,azure_2023_conv,7,kv_capacity,kv_16000,azure_2023_conv::w7::faithful::phase_b_v2::kv_16000,32428,0,32428,10.246
1.0,azure_2023_conv,9,kv_capacity,kv_16000,azure_2023_conv::w9::faithful::phase_b_v2::kv_16000,33440,0,33440,10.342
1.0,azure_2023_conv,10,kv_capacity,kv_16000,azure_2023_conv::w10::faithful::phase_b_v2::kv_16000,33479,0,33479,10.265
1.0,azure_2023_conv,11,kv_capacity,kv_16000,azure_2023_conv::w11::faithful::phase_b_v2::kv_16000,29443,0,29443,8.943
1.0,azure_2023_conv,13,kv_capacity,kv_16000,azure_2023_conv::w13::faithful::phase_b_v2::kv_16000,25282,0,25282,7.823
1.0,azure_2023_conv,14,kv_capacity,kv_16000,azure_2023_conv::w14::faithful::phase_b_v2::kv_16000,28745,0,28745,8.648
1.0,azure_2023_conv,15,kv_capacity,kv_16000,azure_2023_conv::w15::faithful::phase_b_v2::kv_16000,28984,0,28984,8.946
1.0,azure_2023_conv,17,kv_capacity,kv_16000,azure_2023_conv::w17::faithful::phase_b_v2::kv_16000,26730,0,26730,8.119
1.0,azure_2023_conv,18,kv_capacity,kv_16000,azure_2023_conv::w18::faithful::phase_b_v2::kv_16000,25766,0,25766,7.897
1.0,azure_2023_conv,19,kv_capacity,kv_16000,azure_2023_conv::w19::faithful::phase_b_v2::kv_16000,27774,0,27774,8.367
1.0,azure_2023_conv,21,kv_capacity,kv_16000,azure_2023_conv::w21::faithful::phase_b_v2::kv_16000,30750,0,30750,9.626
1.0,azure_2023_conv,22,kv_capacity,kv_16000,azure_2023_conv::w22::faithful::phase_b_v2::kv_16000,34091,0,34091,10.452
1.0,azure_2023_conv,23,kv_capacity,kv_16000,azure_2023_conv::w23::faithful::phase_b_v2::kv_16000,31953,0,31953,9.856
1.0,azure_2023_conv,25,kv_capacity,kv_16000,azure_2023_conv::w25::faithful::phase_b_v2::kv_16000,26052,0,26052,8.207
1.0,azure_2023_conv,26,kv_capacity,kv_16000,azure_2023_conv::w26::faithful::phase_b_v2::kv_16000,30939,0,30939,9.12
