scenario_id,policy_i,policy_j,anwg_i,anwg_j,signed_advantage_i_minus_j,abs_separation,latency_log_ratio,practically_equivalent
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260809,aging_priority,estimated_service_time_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260809,aging_priority,fifo,0.6470588235294118,0.5882352941176471,0.05882352941176472,0.05882352941176472,0.01355429514433257,False
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260809,aging_priority,shortest_output_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260809,estimated_service_time_first,fifo,0.6470588235294118,0.5882352941176471,0.05882352941176472,0.05882352941176472,0.01355429514433257,False
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260809,estimated_service_time_first,shortest_output_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260809,fifo,shortest_output_first,0.5882352941176471,0.6470588235294118,-0.05882352941176472,0.05882352941176472,0.013554295144332651,False
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260810,aging_priority,estimated_service_time_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260810,aging_priority,fifo,0.6470588235294118,0.6470588235294118,0.0,0.0,0.013683421217743652,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260810,aging_priority,shortest_output_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260810,estimated_service_time_first,fifo,0.6470588235294118,0.6470588235294118,0.0,0.0,0.013683421217743652,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260810,estimated_service_time_first,shortest_output_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260810,fifo,shortest_output_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.013683421217743541,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260811,aging_priority,estimated_service_time_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260811,aging_priority,fifo,0.6470588235294118,0.6470588235294118,0.0,0.0,0.012498996743036415,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260811,aging_priority,shortest_output_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260811,estimated_service_time_first,fifo,0.6470588235294118,0.6470588235294118,0.0,0.0,0.012498996743036415,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260811,estimated_service_time_first,shortest_output_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260811,fifo,shortest_output_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.012498996743036348,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260812,aging_priority,estimated_service_time_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260812,aging_priority,fifo,0.6470588235294118,0.6470588235294118,0.0,0.0,0.012797899484027831,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260812,aging_priority,shortest_output_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260812,estimated_service_time_first,fifo,0.6470588235294118,0.6470588235294118,0.0,0.0,0.012797899484027831,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260812,estimated_service_time_first,shortest_output_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260812,fifo,shortest_output_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.012797899484027724,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260813,aging_priority,estimated_service_time_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260813,aging_priority,fifo,0.6470588235294118,0.5882352941176471,0.05882352941176472,0.05882352941176472,0.022619900702658183,False
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260813,aging_priority,shortest_output_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260813,estimated_service_time_first,fifo,0.6470588235294118,0.5882352941176471,0.05882352941176472,0.05882352941176472,0.022619900702658183,False
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260813,estimated_service_time_first,shortest_output_first,0.6470588235294118,0.6470588235294118,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort16.offset0.0.s20260813,fifo,shortest_output_first,0.5882352941176471,0.6470588235294118,-0.05882352941176472,0.05882352941176472,0.022619900702658218,False
case1_fcfs_convoy.control.ratio128.nshort32.offset0.0.s20260809,aging_priority,estimated_service_time_first,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort32.offset0.0.s20260809,aging_priority,fifo,0.3333333333333333,0.30303030303030304,0.030303030303030276,0.030303030303030276,0.033634090649858346,False
case1_fcfs_convoy.control.ratio128.nshort32.offset0.0.s20260809,aging_priority,shortest_output_first,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort32.offset0.0.s20260809,estimated_service_time_first,fifo,0.3333333333333333,0.30303030303030304,0.030303030303030276,0.030303030303030276,0.033634090649858346,False
case1_fcfs_convoy.control.ratio128.nshort32.offset0.0.s20260809,estimated_service_time_first,shortest_output_first,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort32.offset0.0.s20260809,fifo,shortest_output_first,0.30303030303030304,0.3333333333333333,-0.030303030303030276,0.030303030303030276,0.03363409064985842,False
case1_fcfs_convoy.control.ratio128.nshort32.offset0.0.s20260810,aging_priority,estimated_service_time_first,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort32.offset0.0.s20260810,aging_priority,fifo,0.3333333333333333,0.3333333333333333,0.0,0.0,0.028667108462708302,True
case1_fcfs_convoy.control.ratio128.nshort32.offset0.0.s20260810,aging_priority,shortest_output_first,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort32.offset0.0.s20260810,estimated_service_time_first,fifo,0.3333333333333333,0.3333333333333333,0.0,0.0,0.028667108462708302,True
case1_fcfs_convoy.control.ratio128.nshort32.offset0.0.s20260810,estimated_service_time_first,shortest_output_first,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,True
case1_fcfs_convoy.control.ratio128.nshort32.offset0.0.s20260810,fifo,shortest_output_first,0.3333333333333333,0.3333333333333333,0.0,0.0,0.02866710846270836,True
case1_fcfs_convoy.control.ratio128.nshort32.offset0.0.s20260811,aging_priority,estimated_service_time_first,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,True
