provider,model,experiment_dir,request_id,prompt_bucket,prompt_tokens,max_tokens,concurrency_level,output_tokens,ttft_seconds,latency_seconds,rate_limiter_wait_seconds,total_wall_time_seconds,was_rpm_wait_flagged,target_output_tokens,workload_version,reached_target_output_range
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt128__c1__i2,short,174.0,256,1.0,136.0,0.1795,1.9331,0.0,1.9331,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt128__c2__i1,short,174.0,256,2.0,136.0,0.3725,2.1625,0.0,2.1626,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt128__c2__i0,short,174.0,256,2.0,137.0,0.3796,2.1732,0.0,2.1732,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt128__c2__i2,short,174.0,256,2.0,138.0,0.1878,1.952,0.0,1.952,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt128__c4__i1,short,174.0,256,4.0,112.0,0.2498,1.6085,0.0,1.6085,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt128__c4__i0,short,174.0,256,4.0,138.0,0.2544,1.9052,0.0,1.9052,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt128__c4__i2,short,174.0,256,4.0,137.0,0.25,1.8975,44.4258,46.3232,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt128__c8__i1,short,174.0,256,8.0,105.0,0.2925,1.5009,0.0,1.501,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt128__c8__i0,short,174.0,256,8.0,137.0,0.3017,1.9563,0.0,1.9564,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt128__c8__i2,short,174.0,256,8.0,128.0,0.2363,1.8656,0.7302,2.5958,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt256__c1__i0,short,175.0,512,1.0,226.0,0.2104,3.1166,0.0,3.1166,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt256__c1__i1,short,175.0,512,1.0,200.0,0.2682,2.7519,0.0,2.7519,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt256__c1__i2,short,175.0,512,1.0,226.0,0.1736,3.0276,0.0,3.0276,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt256__c2__i1,short,175.0,512,2.0,208.0,0.231,2.8302,0.0,2.8302,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt256__c2__i0,short,175.0,512,2.0,225.0,0.2285,3.0291,0.0,3.0291,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt256__c2__i2,short,175.0,512,2.0,210.0,0.2556,2.9009,0.0,2.901,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt256__c4__i0,short,175.0,512,4.0,199.0,0.2854,2.279,0.0,2.279,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt256__c4__i1,short,175.0,512,4.0,239.0,0.3184,2.5234,0.0,2.5234,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt256__c4__i2,short,175.0,512,4.0,211.0,0.294,3.0593,0.0,3.0593,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt256__c8__i1,short,175.0,512,8.0,203.0,0.1856,1.3843,0.0,1.3843,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt256__c8__i2,short,175.0,512,8.0,219.0,0.3878,3.4477,0.0,3.4477,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,short__tgt256__c8__i0,short,175.0,512,8.0,242.0,0.387,3.7759,0.0,3.7759,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt64__c1__i0,medium,538.0,128,1.0,58.0,0.295,0.7861,0.0,0.7861,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt64__c1__i1,medium,538.0,128,1.0,57.0,0.1769,0.7831,0.0,0.7831,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt64__c1__i2,medium,538.0,128,1.0,51.0,0.254,0.9323,0.0,0.9323,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt64__c2__i0,medium,538.0,128,2.0,54.0,0.2291,0.7419,0.0,0.7419,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt64__c2__i2,medium,538.0,128,2.0,44.0,0.2309,0.7703,30.6932,31.4635,False,64.0,v2,False
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt64__c2__i1,medium,538.0,128,2.0,46.0,0.2674,0.852,33.3431,34.1951,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt64__c4__i0,medium,538.0,128,4.0,46.0,0.2597,0.8116,0.0,0.8117,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt64__c4__i1,medium,538.0,128,4.0,55.0,0.2421,0.9536,0.0,0.9536,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt64__c4__i2,medium,538.0,128,4.0,55.0,0.1896,0.9321,1.7459,2.678,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt64__c8__i2,medium,538.0,128,8.0,55.0,0.1732,0.9119,2.1707,3.0827,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt64__c8__i1,medium,538.0,128,8.0,48.0,0.3809,0.9671,4.9231,5.8902,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt64__c8__i0,medium,538.0,128,8.0,54.0,0.3036,0.8659,7.9712,8.8371,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt128__c1__i0,medium,539.0,256,1.0,123.0,0.2354,1.7086,0.0,1.7086,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt128__c1__i1,medium,539.0,256,1.0,150.0,0.2323,1.6624,0.2391,1.9014,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt128__c1__i2,medium,539.0,256,1.0,125.0,0.1613,1.3108,1.2585,2.5693,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt128__c2__i0,medium,539.0,256,2.0,123.0,0.3177,1.7016,0.0,1.7017,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt128__c2__i1,medium,539.0,256,2.0,135.0,0.3142,1.8401,0.0,1.8401,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt128__c2__i2,medium,539.0,256,2.0,125.0,0.2038,2.0928,0.0524,2.1452,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt128__c4__i1,medium,539.0,256,4.0,125.0,0.2325,1.9522,0.0,1.9522,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt128__c4__i0,medium,539.0,256,4.0,147.0,0.2492,2.0586,0.0,2.0586,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt128__c4__i2,medium,539.0,256,4.0,125.0,0.2497,1.9417,1.6604,3.6021,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt128__c8__i1,medium,539.0,256,8.0,125.0,0.1841,1.8212,0.0,1.8212,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt128__c8__i0,medium,539.0,256,8.0,125.0,0.2042,1.9879,0.0,1.9879,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt128__c8__i2,medium,539.0,256,8.0,125.0,0.2377,1.9497,0.5523,2.502,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt256__c1__i0,medium,540.0,512,1.0,278.0,0.2007,3.8398,29.4707,33.3105,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt256__c1__i1,medium,540.0,512,1.0,297.0,0.2795,4.0777,0.0,4.0777,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt256__c1__i2,medium,540.0,512,1.0,274.0,0.195,3.7715,0.0,3.7715,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt256__c2__i1,medium,540.0,512,2.0,272.0,0.1859,3.7473,0.0,3.7473,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt256__c2__i0,medium,540.0,512,2.0,301.0,0.2006,4.172,0.0,4.172,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt256__c2__i2,medium,540.0,512,2.0,268.0,0.1783,3.3222,0.0,3.3222,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt256__c4__i1,medium,540.0,512,4.0,275.0,0.2752,2.2985,0.0,2.2985,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt256__c4__i0,medium,540.0,512,4.0,287.0,0.2645,2.3871,0.0,2.3871,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt256__c4__i2,medium,540.0,512,4.0,284.0,0.2905,3.9663,0.0,3.9663,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt256__c8__i0,medium,540.0,512,8.0,287.0,0.3268,2.0145,0.0,2.0145,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt256__c8__i1,medium,540.0,512,8.0,258.0,0.3176,3.4579,0.0,3.4579,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,medium__tgt256__c8__i2,medium,540.0,512,8.0,291.0,0.3379,3.8699,0.0,3.8699,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt64__c1__i0,long,1895.0,128,1.0,60.0,0.2269,1.1642,0.0,1.1642,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt64__c1__i1,long,1895.0,128,1.0,56.0,0.2349,0.9277,0.0,0.9277,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt64__c1__i2,long,1895.0,128,1.0,62.0,0.2289,0.9873,0.0,0.9873,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt64__c2__i1,long,1895.0,128,2.0,50.0,0.201,0.829,0.0,0.829,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt64__c2__i0,long,1895.0,128,2.0,61.0,0.233,1.0608,0.0,1.0608,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt64__c2__i2,long,1895.0,128,2.0,52.0,0.2092,0.953,0.0,0.953,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt64__c4__i0,long,1895.0,128,4.0,61.0,0.3332,0.9953,0.0,0.9953,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt64__c4__i1,long,1895.0,128,4.0,66.0,0.3211,1.076,0.0,1.076,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt64__c4__i2,long,1895.0,128,4.0,65.0,0.2241,1.0643,28.4285,29.4928,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt64__c8__i1,long,1895.0,128,8.0,48.0,0.2753,0.8408,2.7548,3.5956,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt64__c8__i2,long,1895.0,128,8.0,48.0,0.2947,0.8302,6.8321,7.6624,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt64__c8__i0,long,1895.0,128,8.0,61.0,0.2011,1.011,10.6263,11.6374,False,64.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt128__c1__i0,long,1896.0,256,1.0,132.0,0.2027,2.0271,0.0,2.0271,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt128__c1__i1,long,1896.0,256,1.0,112.0,0.2251,1.7232,0.6927,2.4159,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt128__c1__i2,long,1896.0,256,1.0,110.0,0.1979,1.5259,1.6191,3.145,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt128__c2__i0,long,1896.0,256,2.0,144.0,0.2631,1.9826,0.0,1.9826,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt128__c2__i1,long,1896.0,256,2.0,135.0,0.2466,2.0851,0.0,2.0851,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt128__c2__i2,long,1896.0,256,2.0,123.0,0.265,1.8224,0.4587,2.2811,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt128__c4__i1,long,1896.0,256,4.0,127.0,0.2951,1.7825,0.0,1.7825,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt128__c4__i0,long,1896.0,256,4.0,125.0,0.3073,1.8535,0.0,1.8535,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt128__c4__i2,long,1896.0,256,4.0,115.0,0.2703,1.719,2.0396,3.7586,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt128__c8__i2,long,1896.0,256,8.0,120.0,0.1967,1.74,0.3589,2.0989,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt128__c8__i0,long,1896.0,256,8.0,148.0,0.2768,2.1277,0.0,2.1277,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt128__c8__i1,long,1896.0,256,8.0,102.0,0.2122,1.5593,1.3544,2.9137,False,128.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt256__c1__i0,long,1897.0,512,1.0,217.0,0.3139,2.97,0.0,2.9701,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt256__c1__i1,long,1897.0,512,1.0,230.0,0.2111,3.023,0.0,3.023,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt256__c1__i2,long,1897.0,512,1.0,203.0,0.2087,2.8357,0.0,2.8357,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt256__c2__i0,long,1897.0,512,2.0,225.0,0.2636,2.7999,0.0,2.7999,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt256__c2__i2,long,1897.0,512,2.0,213.0,0.3295,3.1554,17.0134,20.1688,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt256__c2__i1,long,1897.0,512,2.0,226.0,0.192,2.6726,23.6486,26.3212,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt256__c4__i1,long,1897.0,512,4.0,248.0,0.2234,3.6037,1.39,4.9937,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt256__c4__i2,long,1897.0,512,4.0,231.0,0.2867,2.8222,5.1828,8.005,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt256__c4__i0,long,1897.0,512,4.0,239.0,0.2057,2.5733,6.2166,8.79,False,256.0,v2,True
Cohere,command-r7b-12-2024,/home/soroush/llm-serving-heuristic-evolution/experiments/real_llm/cohere_v2_length_targeted_20260703T134447Z,long__tgt256__c8__i2,long,1897.0,512,8.0,233.0,0.214,3.4059,0.1315,3.5375,False,256.0,v2,True
