axis,branch_id,branch_type,candidate_canonical_action_id,candidate_hash_roundtrip_match,completed_count,completed_ids_hash,condition_id,continuation_policy,decision_step,first_step_warning_count,first_step_warnings,forced_once,live_fingerprint_unchanged,mean_latency,median_latency,original_live_state_not_mutated,outside_population_completed_count,p95_latency,policy_forever_switch,population_count,population_ids_hash,regime_stage,sbs_hash_match,source_dataset,state_id,unfinished_count,validity_class,window_index
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w5::faithful::active_4::step48179::sbs_reference,SBS_REFERENCE,a92c84cf63501f94bf32ea8755d4360543f8e8e0d0c7bf5f6500a3d20517e971,,98,a01047505aed791ed7a124e22e47cd3018687c230060d6e9e78e769a0979a215,active_4,kv_constrained_online,48179,0,,True,True,0.03807323488897289,0.023755905151368495,True,102,0.11294518995284986,False,98,a01047505aed791ed7a124e22e47cd3018687c230060d6e9e78e769a0979a215,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w5::faithful::active_4::step48179,0,VALID,5
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w5::faithful::active_4::step48179::08b85d78df8e45bd7ad51a371bdb73326b534644bacd46a9f49b3db5e59a11ed,COUNTERFACTUAL,08b85d78df8e45bd7ad51a371bdb73326b534644bacd46a9f49b3db5e59a11ed,True,98,a01047505aed791ed7a124e22e47cd3018687c230060d6e9e78e769a0979a215,active_4,kv_constrained_online,48179,0,,True,True,0.0380222144808096,0.023755905151368495,True,102,0.11294518995284986,False,98,a01047505aed791ed7a124e22e47cd3018687c230060d6e9e78e769a0979a215,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w5::faithful::active_4::step48179,0,VALID,5
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step554::sbs_reference,SBS_REFERENCE,cf70d3fe3b94d09161c1adf85477b56a5a5b4dbc25e89afe6ce4419f8f44a459,,182,1b58bce0665f012f6201a276762b12e49ff3f9c229b320af3daae6860eab6aaf,active_4,kv_constrained_online,554,0,,True,True,0.045963166247357426,0.029644996643066412,True,18,0.125427631187439,False,182,1b58bce0665f012f6201a276762b12e49ff3f9c229b320af3daae6860eab6aaf,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step554,0,VALID,11
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step554::9f0b896f3edebfbfbc0b6b36cb8f86d3686a90d043083864eeca462da0505481,COUNTERFACTUAL,9f0b896f3edebfbfbc0b6b36cb8f86d3686a90d043083864eeca462da0505481,True,182,1b58bce0665f012f6201a276762b12e49ff3f9c229b320af3daae6860eab6aaf,active_4,kv_constrained_online,554,0,,True,True,0.04591371569790688,0.029644996643066412,True,18,0.125427631187439,False,182,1b58bce0665f012f6201a276762b12e49ff3f9c229b320af3daae6860eab6aaf,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step554,0,VALID,11
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1144::sbs_reference,SBS_REFERENCE,287a217b9f6a770af6309523a328e910c724e682bc01deecf289d0e24077fae8,,142,e8ae55f1f7884d3d554c4fde980e8cbc678cf2e47fea73c5406eb623fbdad8ed,active_4,kv_constrained_online,1144,0,,True,True,0.04604201768149799,0.029145068168640265,True,58,0.1251706295967102,False,142,e8ae55f1f7884d3d554c4fde980e8cbc678cf2e47fea73c5406eb623fbdad8ed,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1144,0,VALID,11
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1144::c4b1fb6b0b89aa2d403ffb2a039339bd4974ec477f51029ccaa0cecbbbe56680,COUNTERFACTUAL,c4b1fb6b0b89aa2d403ffb2a039339bd4974ec477f51029ccaa0cecbbbe56680,True,142,e8ae55f1f7884d3d554c4fde980e8cbc678cf2e47fea73c5406eb623fbdad8ed,active_4,kv_constrained_online,1144,0,,True,True,0.046027933174455735,0.029145068168640265,True,58,0.1251706295967102,False,142,e8ae55f1f7884d3d554c4fde980e8cbc678cf2e47fea73c5406eb623fbdad8ed,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1144,0,VALID,11
kv_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2940::sbs_reference,SBS_REFERENCE,952bd353c79bef75dea529eeb46f1ee1ac61a4efb946ed96403fe542a094c856,,25,14316d976048be6edc8189e1e6e7842d98c3c66d728c92fc0fc8c9eae11eb0f8,kv_16000,kv_constrained_online,2940,0,,True,True,0.06590682342529304,0.027684928894042837,True,175,0.3646210655212393,False,25,14316d976048be6edc8189e1e6e7842d98c3c66d728c92fc0fc8c9eae11eb0f8,"onset,strongest-valid,sustained",True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2940,0,VALID,11
kv_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2940::674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12,COUNTERFACTUAL,674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12,True,25,14316d976048be6edc8189e1e6e7842d98c3c66d728c92fc0fc8c9eae11eb0f8,kv_16000,kv_constrained_online,2940,0,,True,True,0.05442682342529301,0.027684928894042837,True,175,0.1297426628112791,False,25,14316d976048be6edc8189e1e6e7842d98c3c66d728c92fc0fc8c9eae11eb0f8,"onset,strongest-valid,sustained",True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2940,0,VALID,11
kv_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w21::faithful::kv_16000::step11119::sbs_reference,SBS_REFERENCE,952bd353c79bef75dea529eeb46f1ee1ac61a4efb946ed96403fe542a094c856,,47,7f993d83d6d2a41b2a700ff6d5c59bdd5956598c5e86412ec6d9f4167b196e4e,kv_16000,kv_constrained_online,11119,0,,True,True,0.03735030036277003,0.016630043029785213,True,153,0.12696757240295573,False,47,7f993d83d6d2a41b2a700ff6d5c59bdd5956598c5e86412ec6d9f4167b196e4e,"onset,strongest-valid,sustained",True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w21::faithful::kv_16000::step11119,0,VALID,21
kv_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w21::faithful::kv_16000::step11119::38b02bc7b98dd11c87ed3b08507d9c726a24a84d763dcc97468e8c4224bf22f5,COUNTERFACTUAL,38b02bc7b98dd11c87ed3b08507d9c726a24a84d763dcc97468e8c4224bf22f5,True,47,7f993d83d6d2a41b2a700ff6d5c59bdd5956598c5e86412ec6d9f4167b196e4e,kv_16000,kv_constrained_online,11119,0,,True,True,0.03732902376702537,0.016630043029785213,True,153,0.12696757240295573,False,47,7f993d83d6d2a41b2a700ff6d5c59bdd5956598c5e86412ec6d9f4167b196e4e,"onset,strongest-valid,sustained",True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w21::faithful::kv_16000::step11119,0,VALID,21
